id,score_phrase,title,platform,score,
6443,Good,Wings Over Vietnam,PC,7.8,
6444,Unbearable,High Rollers Casino,PlayStation 2,1,
6445,Great,Joint Operations: Escalation,PC,8.3,
6446,Good,Forgotten Realms: Demon Stone,PC,7,
6447,Good,True Crime: Streets of L.A.,Wireless,7.9,
6448,Good,Lemony Snicket's A Series of Unfortunate Events,Wireless,7.9,
6449,Okay,GoldenEye: Rogue Agent,GameCube,6.3,
6450,Amazing,Tom Clancy's Splinter Cell Pandora Tomorrow 3D,Wireless,9,
6451,Good,OP15: Rising Threat,Wireless,7.9,
6452,Good,Mario Party 6,GameCube,7,
6453,Okay,Worms Forts Under Siege,PC,6.9,
6454,Okay,Icarus,Wireless,6.2,
6455,Awful,Battle Assault 3 Featuring Mobile Suit Gundam SEED,PlayStation 2,3.5,
6456,Okay,Lemony Snicket's A Series of Unfortunate Events,PC,6.5,
6457,Mediocre,Evel Knievel Evel-ution (2D Edition),Wireless,5.9,
6458,Great,Midtown Madness 3 Mobile (2D Edition),Wireless,8.6,
6459,Amazing,Star Wars Knights of the Old Republic II: The Sith Lords,Xbox,9.3,
6460,Great,Growlanser: Generations,PlayStation 2,8.6,
6461,Good,NBA Basketball 2005,Wireless,7.9,
6462,Great,Robocop,Wireless,8.5,
6463,Okay,Winter Games,Wireless,6.2,
6464,Great,The Lord of the Rings: The Battle for Middle-earth,PC,8.3,
6465,Good,Duel Masters: Kaijudo Showdown,Game Boy Advance,7.5,
6466,Okay,World Championship Poker,PlayStation 2,6.5,
6467,Good,Mega Man X8,PlayStation 2,7.3,
6468,Good,Pac-Man Bowling,Wireless,7,
6469,Great,NFL Street 2,GameCube,8.9,
6470,Good,Terminator: I'm Back,Wireless,7.8,
6471,Good,Blade: Trinity,Wireless,7.7,
6472,Okay,GunGriffon: Allied Strike,Xbox,6,
6473,Okay,Tiger Woods PGA Tour 2005,Nintendo DS,6,
6474,Good,Armies of Exigo,PC,7,
6475,Good,Alexander,PC,7,
6476,Good,Ridge Racer DS,Nintendo DS,7.5,
6477,Great,Gretzky NHL 2005,PlayStation 2,8.3,
6478,Great,Prince of Persia: Warrior Within,PC,8.6,
6479,Okay,Tom Clancy's Ghost Recon 2,PlayStation 2,6,
6480,Great,Final Fantasy I & II: Dawn of Souls,Game Boy Advance,8.5,
6481,Great,Star Trek: The Birds of Prey,Wireless,8.2,
6482,Awful,Ping Pals,Nintendo DS,3.5,
6483,Bad,Sprung,Nintendo DS,4,
6484,Mediocre,CSI: Crime Scene Investigation,Xbox,5.8,
6485,Mediocre,Zoids: Battle Legends,GameCube,5,
6486,Great,The Chronicles of Riddick: Escape from Butcher Bay -- Developer's Cut,PC,8.8,
6487,Great,Kingdom Hearts: Chain of Memories,Game Boy Advance,8,
6488,Good,Townsmen 2: Fear of the King,Wireless,7.6,
6489,Good,Sonic Heroes,PC,7,
6490,Great,It's Mr. Pants,Game Boy Advance,8,
6491,Okay,Aqua Teen Hunger Force: Destruct-o-Thon,Wireless,6.6,
6492,Amazing,World of Warcraft,PC,9.1,
6493,Good,Taiko Drum Master [2004],Wireless,7.4,
6494,Okay,Cabela's Big Game Hunter: 2005 Adventures,Xbox,6.7,
6495,Good,Asphalt: Urban GT,Wireless,7.5,
6496,Great,Metal Slug Advance,Game Boy Advance,8.4,
6497,Mediocre,D-Day,PC,5.2,
6498,Great,Need for Speed Underground 2,Game Boy Advance,8,
6499,Great,Ms. Pac-Man for Prizes,Wireless,8.8,
6500,Okay,Tork: Prehistoric Punk,Xbox,6.4,
6501,Okay,Vendetta Online,PC,6.5,
6502,Great,Galactic Civilizations: Altarian Prophecy,PC,8,
6503,Good,Top Gun 2,Wireless,7.7,
6504,Good,The Mummy (Wireless),Wireless,7.6,
6505,Great,Connect Four Challenge,Wireless,8.5,
6506,Amazing,The Legend of Zelda: The Minish Cap,Game Boy Advance,9,
6507,Amazing,Mercenaries,Xbox,9.1,
6508,Amazing,Mercenaries,PlayStation 2,9.1,
6509,Okay,The Getaway: Black Monday,PlayStation 2,6.5,
6510,Bad,Defender of the Crown,Wireless,4.3,
6511,Amazing,Resident Evil 4,GameCube,9.8,
6512,Great,Hearts of Iron II,PC,8.7,
6513,Good,Suikoden IV,PlayStation 2,7.9,
6514,Great,Fritz 8 Deluxe,PC,8,
6515,Okay,Fullmetal Alchemist and the Broken Angel,PlayStation 2,6.4,
6516,Okay,Virtua Quest,PlayStation 2,6.6,
6517,Okay,Virtua Quest,GameCube,6.6,
6518,Great,Bomber Pilot,Wireless,8,
6519,Good,Buffy the Vampire Slayer,Wireless,7.8,
6520,Great,Time of Defiance,PC,8.3,
6521,Okay,CSI: Miami,PC,6,
6522,Great,MechAssault 2: Lone Wolf,Xbox,8.9,
6523,Great,NFL Street 2,Xbox,8.9,
6524,Great,NFL Street 2,PlayStation 2,8.9,
6525,Good,Kingdom Hearts,Wireless,7.4,
6526,Okay,Spider-Man 2 3D: NY Rooftops,Wireless,6.9,
6527,Okay,S.W.A.T. The Movie: 3D Game,Wireless,6.5,
6528,Great,Asphalt: Urban GT 3D,Wireless,8,
6529,Okay,Will of Steel,PC,6,
6530,Amazing,World Soccer Winning Eleven 8 International,Xbox,9.4,
6531,Amazing,World Soccer Winning Eleven 8 International,PlayStation 2,9.4,
6532,Great,The Punisher [2005],PC,8,
6533,Bad,COPS 2170: The Power of Law,PC,4,
6534,Great,Trivial Pursuit [2005],Wireless,8,
6535,Unbearable,NRA Varmint Hunter,PC,1,
6536,Good,Star Trek: The Cold Enemy,Wireless,7,
6537,Great,Oddworld: Stranger's Wrath,Xbox,8.8,
6538,Good,SSX Out of Bounds,N-Gage,7.5,
6539,Okay,Fight Club,Wireless,6.3,
6540,Okay,Playboy: The Mansion,PC,6.9,
6541,Okay,Playboy: The Mansion,PlayStation 2,6.9,
6542,Good,Zoo Keeper,Nintendo DS,7,
6543,Okay,Playboy: The Mansion,Xbox,6.9,
6544,Good,Hidden & Dangerous 2: Sabre Squadron,PC,7,
6545,Great,Banjo Pilot,Game Boy Advance,8,
6546,Good,3D Pool,Wireless,7.3,
6547,Okay,Intellivision Lives!,GameCube,6,
6548,Great,The Punisher [2005],PlayStation 2,8,
6549,Great,The Punisher [2005],Xbox,8,
6550,Amazing,Gran Turismo 4,PlayStation 2,9.5,
6551,Great,Street Fighter Anniversary Collection,Xbox,8.2,
6552,Good,NBA All-Star 3-Point Shootout,Wireless,7.4,
6553,Okay,Simon,Wireless,6.2,
6554,Good,Ys: The Ark of Napishtim,PlayStation 2,7.8,
6555,Great,Snakes,N-Gage,8.7,
6556,Great,Project: Snowblind,Xbox,8.8,
6557,Great,Star Wars Republic Commando,PC,8.2,
6558,Great,Star Wars Republic Commando,Xbox,8.2,
6559,Great,Project: Snowblind,PlayStation 2,8.8,
6560,Good,Second Sight,PC,7.5,
6561,Good,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Game Boy Advance,7.5,
6562,Mediocre,Winnie the Pooh's Rumbly Tumbly Adventure,GameCube,5.5,
6563,Mediocre,Winnie the Pooh's Rumbly Tumbly Adventure,PlayStation 2,5.5,
6564,Okay,Shaman King: Legacy of the Spirits -- Soaring Hawk Version,Game Boy Advance,6,
6565,Okay,Shaman King: Legacy of the Spirits -- Sprinting Wolf Version,Game Boy Advance,6.5,
6566,Great,Kessen III,PlayStation 2,8,
6567,Amazing,NASCAR SimRacing,PC,9.2,
6568,Okay,Constantine,Xbox,6.5,
6569,Okay,Aerial Strike: Low Altitude -- High Stakes,PC,6,
6570,Okay,Constantine,PlayStation 2,6.5,
6571,Bad,Nano Breaker,PlayStation 2,4.5,
6572,Mediocre,Hot Wheels: Stunt Track Challenge,Game Boy Advance,5.5,
6573,Great,X-Men Legends,N-Gage,8.3,
6574,Good,Spy Hunter [2004],Wireless,7.4,
6575,Great,Swerve Basketball,Wireless,8.1,
6576,Bad,Marble Madness,Wireless,4,
6577,Good,Joust,Wireless,7,
6578,Good,Root Beer Tapper,Wireless,7.5,
6579,Great,Wario Ware Touched!,Nintendo DS,8.5,
6580,Great,Racing Gears Advance,Game Boy Advance,8.9,
6581,Okay,Tenchu: Fatal Shadows,PlayStation 2,6.5,
6582,Good,Flashpoint Germany,PC,7.2,
6583,Awful,Evel Knievel Evel-ution 3D,Wireless,3.1,
6584,Good,Son of the Mask,Wireless,7.4,
6585,Good,Xenosaga Episode II: Jenseits von Gut und Bose,PlayStation 2,7.9,
6586,Great,Star Wars Knights of the Old Republic II: The Sith Lords,PC,8.7,
6587,Okay,Colin McRae Rally 2005,Wireless,6.1,
6588,Good,FIFA Soccer 2005 Mobile International Edition,Wireless,7.5,
6589,Great,Mortal Kombat: Deception,GameCube,8.5,
6590,Mediocre,FIFA Street [2005],PlayStation 2,5.5,
6591,Okay,NCAA Hoops 2005,Wireless,6.8,
6592,Good,A Sound of Thunder,Game Boy Advance,7.5,
6593,Mediocre,FIFA Street [2005],Xbox,5.5,
6594,Awful,Airborne Troops: Countdown to D-Day,PlayStation 2,3.5,
6595,Good,The King of Fighters: Extreme,N-Gage,7.2,
6596,Awful,Torrente,PC,3.3,
6597,Good,Shadow of Rome,PlayStation 2,7.6,
6598,Great,JAMDAT Bowling 3D,Wireless,8.8,
6599,Good,Champions: Return to Arms,PlayStation 2,7.6,
6600,Amazing,NBA Street V3,GameCube,9.4,
6601,Mediocre,Death by Degrees,PlayStation 2,5,
6602,Amazing,NBA Street V3,PlayStation 2,9.4,
6603,Amazing,NBA Street V3,Xbox,9.4,
6604,Amazing,Brothers in Arms: Road to Hill 30,Xbox,9.3,
6605,Great,MVP Baseball 2005,PC,8.8,
6606,Great,S.C.S. Dangerous Waters,PC,8.4,
6607,Great,The Sims 2: University,PC,8.5,
6608,Great,The Incredibles 3D,Wireless,8.9,
6609,Amazing,MVP Baseball 2005,GameCube,9.2,
6610,Amazing,Tekken 5,PlayStation 2,9.3,
6611,Amazing,Tekken 5 (Ultimate Collectors Edition),PlayStation 2,9.3,
6612,Good,Star Fox Assault,GameCube,7,
6613,Good,Dragon Ball Z Budokai 2,GameCube,7.5,
6614,Great,Major League Baseball 2K5,Xbox,8.5,
6615,Great,Major League Baseball 2K5,PlayStation 2,8.5,
6616,Amazing,Devil May Cry 3: Dante's Awakening,PlayStation 2,9.6,
6617,Amazing,Fight Night Round 2,Xbox,9,
6618,Good,Super Army Wars,Game Boy Advance,7.8,
6619,Amazing,MVP Baseball 2005,PlayStation 2,9.2,
6620,Great,Fight Night Round 2,GameCube,8.4,
6621,Amazing,MVP Baseball 2005,Xbox,9.2,
6622,Amazing,Fight Night Round 2,PlayStation 2,9,
6623,Great,Klonoa 2: Dream Champ Tournament,Game Boy Advance,8,
6624,Great,American McGee Presents Scrapland,Xbox,8.2,
6625,Bad,Ace Combat Advance,Game Boy Advance,4.5,
6626,Mediocre,TMNT Mutant Melee,GameCube,5.5,
6627,Good,Cold Fear,Xbox,7.6,
6628,Great,Brothers in Arms: Road to Hill 30,PlayStation 2,8.6,
6629,Good,Cold Fear,PlayStation 2,7.2,
6630,Great,Phantom Dust,Xbox,8.5,
6631,Amazing,Ridge Racer [2005],PlayStation Portable,9.1,
6632,Great,Dig Dug,Wireless,8,
6633,Good,Spider-Man 2,PlayStation Portable,7,
6634,Mediocre,Retro Atari Classics,Nintendo DS,5,
6635,Okay,Mortyr II,PC,6,
6636,Good,Darkstalkers Chronicle: The Chaos Tower,PlayStation Portable,7,
6637,Great,MLB 2006,PlayStation 2,8.7,
6638,Great,Mega Man Anniversary Collection,Xbox,8,
6639,Okay,Dynasty Warriors,PlayStation Portable,6,
6640,Amazing,Brothers in Arms: Road to Hill 30,PC,9.1,
6641,Okay,Worms Forts Under Siege,Xbox,6.9,
6642,Great,Act of War: Direct Action,PC,8.5,
6643,Mediocre,Musashi: Samurai Legend,PlayStation 2,5.2,
6644,Amazing,MX vs. ATV Unleashed,Xbox,9.3,
6645,Amazing,MX vs. ATV Unleashed,PlayStation 2,9.3,
6646,Mediocre,Pokemon Dash!,Nintendo DS,5,
6647,Good,Mobile League WordJong,Wireless,7.9,
6648,Great,Yoshi Touch & Go,Nintendo DS,8.8,
6649,Amazing,Zuma,Wireless,9.2,
6650,Great,Yahoo! Pyramids,Wireless,8.5,
6651,Great,Donkey Kong Jungle Beat,GameCube,8.8,
6652,Great,Johnny Crash,Wireless,8.4,
6653,Great,Gary Grigsby's World at War,PC,8.5,
6654,Good,Super Monkey Ball Deluxe,PlayStation 2,7.9,
6655,Great,Super Monkey Ball Deluxe,Xbox,8.4,
6656,Mediocre,Robots,PC,5,
6657,Great,Lumines,PlayStation Portable,8.6,
6658,Bad,Chicago Enforcer,Xbox,4,
6659,Great,Rugby 2005,PlayStation 2,8,
6660,Good,Inuyasha,Wireless,7.5,
6661,Great,Rugby 2005,Xbox,8,
6662,Mediocre,Robots,Xbox,5,
6663,Mediocre,Robots,GameCube,5,
6664,Mediocre,Robots,PlayStation 2,5,
6665,Okay,The Moment of Silence,PC,6.9,
6666,Okay,Worms 3D,Xbox,6.8,
6667,Okay,The Settlers: Heritage of Kings,PC,6.5,
6668,Amazing,Freedom Force vs. the 3rd Reich,PC,9,
6669,Mediocre,Judge Dredd: Dredd vs. Death,PlayStation 2,5,
6670,Okay,Yourself!Fitness,PlayStation 2,6.6,
6671,Mediocre,Judge Dredd: Dredd vs. Death,Xbox,5,
6672,Mediocre,FIFA Street [2005],GameCube,5.5,
6673,Bad,Robots,Game Boy Advance,4.5,
6674,Bad,Robots,Nintendo DS,4.5,
6675,Good,World Tour Soccer,PlayStation Portable,7.4,
6676,Good,Dynasty Warriors 5,PlayStation 2,7.7,
6677,Mediocre,DRIV3R,PC,5.4,
6678,Great,Full Spectrum Warrior,PlayStation 2,8,
6679,Good,Domination,PC,7.2,
6680,Okay,Rayman DS,Nintendo DS,6,
6681,Okay,Metal Gear Acid,PlayStation Portable,6.5,
6682,Good,Need for Speed Underground Rivals,PlayStation Portable,7.9,
6683,Good,Gretzky NHL,PlayStation Portable,7.5,
6684,Mediocre,Judge Dredd: Dredd vs. Death,GameCube,5,
6685,Mediocre,Judge Dredd: Dredd vs. Death,PC,5,
6686,Great,Nexus: The Jupiter Incident,PC,8.2,
6687,Awful,Rave Master: Special Attack Force,Game Boy Advance,3.5,
6688,Good,2 Fast 2 Furious,Wireless,7.8,
6689,Okay,Home Run King 2,Wireless,6.4,
6690,Great,Twisted Metal: Head-On,PlayStation Portable,8,
6691,Mediocre,TMNT Mutant Melee,Xbox,5.5,
6692,Great,Tony Hawk's Underground 2 Remix,PlayStation Portable,8.7,
6693,Great,TimeSplitters: Future Perfect,PlayStation 2,8.9,
6694,Amazing,TimeSplitters: Future Perfect,Xbox,9,
6695,Great,TimeSplitters: Future Perfect,GameCube,8.8,
6696,Amazing,WipEout Pure,PlayStation Portable,9.3,
6697,Amazing,God of War [2005],PlayStation 2,9.8,
6698,Great,Silent Hunter III,PC,8.8,
6699,Okay,NBA,PlayStation Portable,6,
6700,Bad,Ford Racing 3,PlayStation 2,4.5,
6701,Mediocre,Dai Senryaku VII: Modern Military Tactics,Xbox,5.8,
6702,Good,Tiger Woods PGA Tour [2005],PlayStation Portable,7.6,
6703,Good,LEGO Star Wars: The Video Game,PC,7.8,
6704,Awful,Blades of Thunder,Game Boy Advance,3.5,
6705,Great,LEGO Star Wars: The Video Game,PlayStation 2,8,
6706,Good,6 Shooter Showdown: Poker,Wireless,7.8,
6707,Okay,Mario Party Advance,Game Boy Advance,6,
6708,Okay,NARC,PlayStation 2,6.5,
6709,Great,JAMDAT Sports MLB 2005,Wireless,8.9,
6710,Okay,NARC,Xbox,6.5,
6711,Great,Darwinia,PC,8.8,
6712,Good,Rise of the Kasai,PlayStation 2,7.8,
6713,Good,NFL Street 2: Unleashed,PlayStation Portable,7.8,
6714,Bad,Dragon Ball Z: Sagas,Xbox,4,
6715,Bad,Dragon Ball Z: Sagas,PlayStation 2,4,
6716,Bad,Dragon Ball Z: Sagas,GameCube,4,
6717,Great,Tom Clancy's Splinter Cell Chaos Theory,PlayStation 2,8.4,
6718,Good,Ape Escape: On the Loose,PlayStation Portable,7,
6719,Amazing,Tom Clancy's Splinter Cell Chaos Theory,Xbox,9.6,
6720,Amazing,Tom Clancy's Splinter Cell Chaos Theory,PC,9.6,
6721,Mediocre,SEGA Classics Collection,PlayStation 2,5.3,
6722,Good,Musashi: Mobile Samurai,Wireless,7.9,
6723,Good,Untold Legends: Brotherhood of the Blade,PlayStation Portable,7.6,
6724,Okay,Shining Tears,PlayStation 2,6.1,
6725,Good,Jeopardy! 2005,Wireless,7.4,
6726,Good,ATV Offroad Fury: Blazin' Trails,PlayStation Portable,7.5,
6727,Great,Military Madness [2005],Wireless,8.8,
6728,Bad,Spider-Man 2 3D: NY Subway,Wireless,4.1,
6729,Good,Silent Scope,Wireless,7,
6730,Good,Ys: Book One,Wireless,7.8,
6731,Okay,WWE WrestleMania 21,Xbox,6,
6732,Mediocre,Stolen,PlayStation 2,5.2,
6733,Mediocre,Stolen,Xbox,5.2,
6734,Okay,Big League Baseball 2005,Wireless,6.8,
6735,Good,CBS Sportsline.com Baseball 2005,Wireless,7.9,
6736,Amazing,Unreal Championship 2: The Liandri Conflict,Xbox,9.3,
6737,Great,New York Nights: Success in the City,Wireless,8.8,
6738,Good,The Matrix Online,PC,7.6,
6739,Good,Polarium,Nintendo DS,7.8,
6740,Great,MLB,PlayStation Portable,8,
6741,Okay,Hugo: The Evil Mirror,Game Boy Advance,6.5,
6742,Good,Special Forces: Nemesis Strike,PC,7,
6743,Okay,Dead to Rights II,PlayStation 2,6.8,
6744,Okay,Dead to Rights II,Xbox,6.8,
6745,Okay,Mr. Driller 2,Game Boy Advance,6,
6746,Good,Star Wars: Episode III: Revenge of the Sith,Wireless,7.8,
6747,Amazing,Midnight Club 3: DUB Edition,Xbox,9.2,
6748,Amazing,Midnight Club 3: DUB Edition,PlayStation 2,9.2,
6749,Amazing,Jade Empire,Xbox,9.9,
6750,Great,Midnight Pool,Wireless,8.9,
6751,Great,Close Combat: First to Fight,Xbox,8,
6752,Great,Tom Clancy's Splinter Cell Chaos Theory,Wireless,8.8,
6753,Good,Obscure,PlayStation 2,7.6,
6754,Good,Aquarium Pets,Wireless,7.8,
6755,Great,Collapse!,Wireless,8.5,
6756,Good,Obscure,Xbox,7.6,
6757,Great,LEGO Star Wars: The Video Game,Game Boy Advance,8,
6758,Great,LEGO Star Wars: The Video Game,Xbox,8,
6759,Great,Myst IV Revelation,Xbox,8.5,
6760,Great,Tom Clancy's Splinter Cell Chaos Theory,GameCube,8.5,
6761,Good,Mercury,PlayStation Portable,7.7,
6762,Good,Shin Megami Tensei: Digital Devil Saga,PlayStation 2,7.8,
6763,Great,Doom 3: Resurrection of Evil,PC,8.4,
6764,Mediocre,SpikeOut: Battle Street,Xbox,5.5,
6765,Amazing,Doom 3,Xbox,9.3,
6766,Great,Project: Snowblind,PC,8,
6767,Okay,Iron Phoenix,Xbox,6.6,
6768,Good,Final Fantasy VII Snowboarding,Wireless,7.2,
6769,Okay,Impossible Mission,Wireless,6.8,
6770,Amazing,SWAT 4,PC,9,
6771,Mediocre,PsychoToxic,PC,5,
6772,Bad,Red Ninja: End of Honor,PlayStation 2,4,
6773,Okay,World Tour Soccer 2006,PlayStation 2,6.5,
6774,Bad,Red Ninja: End of Honor,Xbox,4,
6775,Okay,Stronghold 2,PC,6.7,
6776,Okay,Rayman: Hoodlum's Revenge,Game Boy Advance,6.5,
6777,Okay,The Hitchhiker's Guide to the Galaxy: Vogon Planet Destructor,Wireless,6.9,
6778,Awful,Motocross Mania 3,PlayStation 2,3.8,
6779,Great,The Hitchhiker's Guide to the Galaxy: Adventure Game,Wireless,8.2,
6780,Okay,Resident Evil Outbreak File #2,PlayStation 2,6.5,
6781,Good,Enthusia Professional Racing,PlayStation 2,7.2,
6782,Okay,Rengoku: The Tower of Purgatory,PlayStation Portable,6,
6783,Great,Kingdom of Heaven,Wireless,8.2,
6784,Good,Crash Twinsanity,Wireless,7.3,
6785,Great,NBA Street Showdown,PlayStation Portable,8,
6786,Mediocre,Elite Warriors: Vietnam,PC,5,
6787,Good,Cossacks II: Napoleonic Wars,PC,7.7,
6788,Great,Pac-Pix,Nintendo DS,8,
6789,Bad,Ford Racing 3,Xbox,4.5,
6790,Great,Empire Earth II,PC,8.9,
6791,Good,FIFA Soccer,PlayStation Portable,7,
6792,Good,Sahara,Wireless,7.6,
6793,Good,Nate Adams Freestyle Motocross,Wireless,7.9,
6794,Great,Psychonauts,Xbox,8.7,
6795,Great,Area 51,PlayStation 2,8.5,
6796,Great,Area 51,Xbox,8,
6797,Good,Raze's Hell,Xbox,7,
6798,Mediocre,MX World Tour: Featuring Jamie Little,PlayStation 2,5,
6799,Good,World Championship Poker: Deluxe Series,Nintendo DS,7,
6800,Good,Star Wars: Episode III: Revenge of the Sith,Nintendo DS,7.5,
6801,Okay,Running of the Bulls,Wireless,6.7,
6802,Awful,Motocross Mania 3,Xbox,3.8,
6803,Bad,Spy vs. Spy,Xbox,4.5,
6804,Mediocre,Predator: Concrete Jungle,PlayStation 2,5.5,
6805,Okay,Rave Master,GameCube,6.8,
6806,Mediocre,Predator: Concrete Jungle,Xbox,5.5,
6807,Bad,Star Wars: Episode III: Revenge of the Sith,Xbox,4.5,
6808,Okay,Tom Clancy's Ghost Recon 2,GameCube,6,
6809,Bad,Star Wars: Episode III: Revenge of the Sith,PlayStation 2,4.5,
6810,Painful,MC Groovz Dance Craze,GameCube,2.7,
6811,Bad,Strike Force Bowling,GameCube,4,
6812,Good,Tom Clancy's Ghost Recon: Jungle Storm,Wireless,7.5,
6813,Good,Stella Deus: The Gate of Eternity,PlayStation 2,7.7,
6814,Great,Puyo Pop Fever,Nintendo DS,8.5,
6815,Mediocre,MX World Tour: Featuring Jamie Little,Xbox,5,
6816,Great,Donkey Konga 2,GameCube,8,
6817,Great,Hot Shots Golf: Open Tee,PlayStation Portable,8.8,
6818,Good,Pariah,PC,7.8,
6819,Good,Wheel of Fortune For Prizes,Wireless,7.2,
6820,Amazing,Forza Motorsport,Xbox,9.5,
6821,Great,xXx: State of the Union,Wireless,8,
6822,Great,Pokemon Emerald Version,Game Boy Advance,8,
6823,Great,Psychonauts,PC,8.7,
6824,Great,Pariah,Xbox,8,
6825,Great,Photo Aquarium,Wireless,8,
6826,Okay,Juiced,PC,6,
6827,Amazing,Kirby Canvas Curse,Nintendo DS,9,
6828,Mediocre,Yoshi Topsy Turvy,Game Boy Advance,5,
6829,Awful,Pac-Man Pinball,Wireless,3,
6830,Great,Imperial Glory,PC,8.5,
6831,Good,Madagascar,PC,7,
6832,Good,Advent Rising,Xbox,7.8,
6833,Good,Batman Begins,Wireless,7.1,
6834,Bad,Dungeon Lords,PC,4.5,
6835,Good,The Longest Yard,Wireless,7.4,
6836,Okay,Digimon World 4,Xbox,6.1,
6837,Okay,Digimon World 4,GameCube,6.1,
6838,Good,ER,PC,7,
6839,Good,Area 51,PC,7.5,
6840,Great,Slyder,Wireless,8.9,
6841,Okay,Digimon World 4,PlayStation 2,6.1,
6842,Amazing,Grand Theft Auto: San Andreas,Xbox,9.5,
6843,Great,Daily Puzzle,Wireless,8.2,
6844,Mediocre,Elektra,Wireless,5.3,
6845,Good,MVP Baseball,PlayStation Portable,7.5,
6846,Mediocre,Smart Bomb,PlayStation Portable,5,
6847,Okay,Metal Slug 4 & 5,PlayStation 2,6,
6848,Mediocre,Finny the Fish & the Seven Waters,PlayStation 2,5.3,
6849,Good,Civil War: Road to Gettysburg,Wireless,7.1,
6850,Great,Boulder Dash Tournaments for Prizes,Wireless,8.2,
6851,Good,Haunting Ground,PlayStation 2,7.7,
6852,Great,Fire Emblem: The Sacred Stones,Game Boy Advance,8.5,
6853,Great,Battlefield 2,PC,8.9,
6854,Mediocre,Mr. & Mrs. Smith,Wireless,5.7,
6855,Great,Conker: Live & Reloaded,Xbox,8.1,
6856,Great,Tom Clancy's Splinter Cell Chaos Theory,N-Gage,8.8,
6857,Good,Batman Begins,GameCube,7.6,
6858,Mediocre,WWE Aftershock,N-Gage,5,
6859,Good,Double Dragon EX,Wireless,7.8,
6860,Amazing,Grand Theft Auto: San Andreas,PC,9.3,
6861,Okay,Madagascar,Nintendo DS,6.5,
6862,Good,Madagascar,Game Boy Advance,7,
6863,Okay,Samurai Western,PlayStation 2,6,
6864,Great,Medal of Honor: European Assault,Xbox,8.1,
6865,Great,Medal of Honor: European Assault,GameCube,8.1,
6866,Great,Medal of Honor: European Assault,PlayStation 2,8.1,
6867,Good,Destroy All Humans!,Wireless,7,
6868,Good,Constantine,Wireless,7,
6869,Good,Need for Speed Underground 2,Nintendo DS,7,
6870,Good,Star Wars Galaxies: Rage of the Wookiees,PC,7.6,
6871,Good,Tin Soldiers: Julius Caesar,PC,7.9,
6872,Amazing,Guild Wars,PC,9,
6873,Amazing,Wario Ware Twisted!,Game Boy Advance,9.5,
6874,Good,Bruce Lee,Wireless,7.1,
6875,Good,Cold Winter,PlayStation 2,7.5,
6876,Bad,Necromania: Traps of Darkness,PC,4.5,
6877,Good,Banjo-Kazooie: Grunty's Revenge Missions,Wireless,7.2,
6878,Good,Fantastic 4,Wireless,7,
6879,Okay,Batman Begins,Xbox,6.8,
6880,Okay,Batman Begins,PlayStation 2,6.8,
6881,Okay,Arc the Lad: End of Darkness,PlayStation 2,6.9,
6882,Good,War of the Worlds,Wireless,7.8,
6883,Good,Supreme Ruler 2010,PC,7.8,
6884,Great,Tom Clancy's Rainbow Six 3: Iron Wrath,PC,8.1,
6885,Good,Madagascar,Xbox,7,
6886,Amazing,Jewel Quest,Wireless,9.1,
6887,Good,Madagascar,PlayStation 2,7,
6888,Good,Madagascar,GameCube,7,
6889,Good,Star Wars: Episode III: Revenge of the Sith,Game Boy Advance,7,
6890,Okay,Restricted Area,PC,6,
6891,Okay,Fantastic 4,GameCube,6.5,
6892,Good,Midnight Club 3: DUB Edition,PlayStation Portable,7.1,
6893,Great,TrackMania Sunrise,PC,8,
6894,Okay,Fantastic 4,Xbox,6.5,
6895,Okay,Fantastic 4,PC,6.5,
6896,Good,Still Life,Xbox,7,
6897,Great,GTR FIA Racing,PC,8.5,
6898,Good,Still Life,PC,7.4,
6899,Okay,Capcom Fighting Evolution,Xbox,6.8,
6900,Good,In the Groove,PlayStation 2,7.5,
6901,Okay,GoldenEye: Rogue Agent,Nintendo DS,6.5,
6902,Great,Super Adventure Island,Wireless,8.5,
6903,Okay,Fishtank Frenzy,Wireless,6.8,
6904,Okay,Juiced,Xbox,6.8,
6905,Okay,Tom Clancy's Splinter Cell Chaos Theory,Nintendo DS,6,
6906,Awful,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PlayStation 2,3.4,
6907,Okay,Fantastic 4,PlayStation 2,6.5,
6908,Okay,Mega Man Battle Network 5: Team Protoman,Game Boy Advance,6.5,
6909,Okay,Kid Warlock,Wireless,6,
6910,Okay,Mega Man Battle Network 5: Team Colonel,Game Boy Advance,6.5,
6911,Good,Mafia Wars [2004],Wireless,7.7,
6912,Okay,Stargate SG-1,Wireless,6.5,
6913,Amazing,Meteos,Nintendo DS,9,
6914,Okay,Juiced,PlayStation 2,6.5,
6915,Bad,Bewitched,Wireless,4.8,
6916,Great,Psychonauts,PlayStation 2,8.6,
6917,Good,Batman Begins,Game Boy Advance,7,
6918,Good,Bomberman,Nintendo DS,7.5,
6919,Great,Zoo Tycoon 2 Mobile,Wireless,8,
6920,Good,Destroy All Humans!,Xbox,7,
6921,Good,Destroy All Humans!,PlayStation 2,7,
6922,Okay,Max Trigger: Insurgence,Wireless,6.2,
6923,Great,RollerCoaster Tycoon 3: Soaked!,PC,8.2,
